indic_bt,nace_r2,s_adj,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 
PNUM,F_CC112,NSA,PCH_SM,CY	25.4 	62.0 	4.2 	24.4 	-40.8 	-31.9 	-39.0 	-42.0 	-15.8 	-24.3 	2.6 	18.5 	1.8 	28.5 	38.2 	57.0 	35.4 	10.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,CZ	3.5 	20.6 	-12.9 	9.9 	27.1 	14.9 	-16.5 	-11.3 	-42.6 	-15.7 	-10.5 	2.2 	3.2 	10.0 	15.7 	1.5 	39.6 	-27.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,DE	3.4 	-0.7 	24.9 	6.7 	6.7 	20.9 	11.7 	22.9 	8.0 	4.5 e	-4.5 e	-18.7 e	6.9 e	-11.7 e	-6.2 e	1.8 e	-13.4 e	-16.6 e	-41.3 e	-16.0 e	-19.0 e	-14.6 e	-15.2 e	-9.4 e	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,DK	20.8 e	-9.4 e	41.0 e	41.2 e	62.0 e	-6.2 e	-30.9 e	33.2 e	154.3 e	-47.8 e	-15.7 e	-51.8 e	-16.0 e	26.1 e	6.6 e	23.7 e	17.5 e	20.2 e	10.5 e	9.1 e	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,EA19	5.6 	10.5 	16.8 	2.8 	-0.5 	-20.5 	-18.2 	-3.1 	-13.4 	-32.3 	-37.8 	-9.0 	7.4 	8.9 	15.7 	11.8 s	5.0 s	-5.2 s	3.7 s	1.4 s	4.1 s	-2.2 s	-8.2 s	-10.6 s	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,EE	-12.2 	35.2 	5.1 	54.8 	44.2 	-9.3 	10.5 	22.5 	84.3 	-74.2 	-40.3 	-38.4 	43.0 	-4.6 	294.3 	-7.0 	139.7 	43.8 	30.1 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,EL	61.8 	22.7 	8.5 	-5.7 	-17.4 	-45.6 	-48.2 	-50.3 	-16.6 	-28.8 	-24.7 	-21.4 	-43.0 	78.5 	-5.5 	-0.4 	25.2 	25.0 s	1.1 s	-7.2 s	12.8 s	6.2 s	27.5 s	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,ES	33.5 p	25.1 ep	30.5 e	3.1 	18.3 	-56.7 	-22.8 	-18.7 	-36.5 e	-51.8 e	-58.9 e	-12.9 e	25.5 e	11.3 e	17.6 e	17.1 e	3.5 e	-10.9 e	14.3 e	11.0 e	20.4 e	12.5 e	-5.9 e	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,EU28	1.7 	10.6 	16.7 	1.4 	4.7 	-16.5 	-17.5 	-4.1 	-10.7 	-31.4 	-37.0 	-8.3 	7.4 	9.2 	16.6 	12.9 s	5.3 s	-4.1 s	4.4 s	1.6 s	4.1 s	-2.1 s	-8.3 s	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,FI	-12.8 	22.1 	31.0 	10.6 	22.3 	-13.2 	-5.8 	10.9 	26.0 	14.3 	-15.2 	-10.1 	-5.8 	9.6 	-9.1 	12.7 	3.1 	-21.5 	-5.4 	11.7 	0.9 	26.7 	47.7 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,FR	-6.2 	5.5 	18.4 	9.8 	-9.0 	-10.5 	-7.2 	22.0 	33.9 	-26.1 	-19.9 	-7.1 	13.9 	16.1 	34.1 	15.6 	-0.9 	-4.2 	25.2 	-43.6 	45.0 	-0.9 	-13.7 	-17.5 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,HR	-9.7 	35.8 	37.1 	-11.6 	7.2 	-21.4 	-30.6 	4.3 	-23.0 	-41.1 	-1.7 	-1.5 	14.2 	14.6 	-4.2 	11.8 	10.6 	66.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,HU	-4.7 	28.0 	215.0 	33.2 	49.6 	-26.9 	-18.4 	-48.7 	-37.9 	-37.8 	9.2 	5.3 	-20.0 	-5.9 	12.1 	24.6 	4.3 	34.3 	111.6 s	38.9 s	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,IE	72.8 	37.0 	39.4 	255.9 	-34.3 	39.0 	-66.2 	-62.9 	-50.0 	-30.5 	-8.3 	15.1 	-20.9 	-26.1 	11.6 	57.5 	2.7 	2.1 	36.0 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,IT	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,LT	1.6 	1.9 	28.8 	37.6 	-2.4 	12.0 	81.2 	-3.2 	52.2 e	-78.1 e	-24.3 e	17.9 e	48.9 e	43.8 e	35.5 e	70.5 e	4.5 	-2.8 	-23.7 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,LU	17.7 	-0.8 	24.5 	-33.1 	87.7 	-24.7 	5.1 	21.6 	-11.6 	-5.7 	-18.2 	16.5 	-10.0 	20.9 	21.9 	16.3 	8.3 	-19.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,LV	50.4 	-14.0 	72.3 	-24.7 	-65.8 	47.4 	30.0 	-12.0 	-14.2 e	-34.4 e	-70.2 e	14.9 e	40.0 e	101.3 e	77.1 e	653.6 e	196.3 e	: c	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,ME	-45.3 	51.8 	-3.5 	5.0 	-11.6 	-8.8 	12.3 	13.9 	-18.5 e	31.1 e	24.8 e	49.4 e	12.1 e	-37.3 e	71.9 e	-21.1 e	16.2 e	-22.3 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,MK	-6.3 	0.4 	33.0 	16.0 	9.9 	-39.9 	17.3 	22.2 	18.9 	-8.8 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,MT	31.7 	34.8 	106.7 	37.6 	7.7 	-17.1 	-24.1 	-12.3 	-19.0 	-25.4 	-39.7 	14.4 	18.8 	43.2 	15.9 	16.6 	35.8 	105.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,NL	2.8 	30.4 	-17.8 	25.2 	26.6 	0.0 	-32.9 	-16.6 	-7.7 	-11.4 	3.5 	-1.3 	39.0 	26.3 	-3.1 	13.4 	6.7 	-14.6 	-15.2 	-6.7 	-17.4 	-8.6 	25.2 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,NO	0.2 	8.1 	23.3 	5.7 	-6.2 	2.4 	-0.1 	55.0 	6.7 	-23.9 	-37.5 	-7.0 	-6.1 	18.3 	45.7 	-7.0 	9.7 	15.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,PL	0.7 	24.4 	12.1 	28.5 	30.8 	-20.0 	-9.3 	16.6 	-2.2 	-34.2 	-13.3 	47.7 	52.0 	19.9 	60.8 	-21.1 	-30.9 	-22.5 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,PT	61.9 	29.6 	80.9 	36.4 	-7.4 	-44.3 	-40.4 	-44.5 	-9.6 	-53.3 e	-32.8 e	-6.8 e	-4.8 e	-0.9 e	-12.4 e	-8.9 e	-20.6 e	-13.3 e	-4.2 s	9.1 s	13.4 s	14.5 s	13.8 s	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,RO	-13.8 	44.8 	22.0 	30.2 	29.1 	0.3 	19.1 	-10.6 	0.2 	-49.7 	17.0 	86.8 	57.6 	25.9 	-1.5 	57.9 	-41.0 	-5.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,RS	10.8 	32.6 	34.5 	30.7 	2.5 	-32.2 	-9.7 	8.1 	-17.9 	-13.3 	8.8 	33.1 e	-2.5 e	5.5 e	9.5 e	31.2 e	5.4 e	-1.0 e	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,SE	-15.8 	11.1 	23.7 p	36.2 p	16.5 p	34.0 p	-6.2 p	15.4 p	42.8 p	-8.4 p	-7.8 p	-52.9 p	58.1 p	21.9 p	30.6 p	49.8 p	-17.8 p	36.5 p	44.8 ps	-6.0 s	-5.7 s	2.9 s	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,SI	91.5 	31.0 	45.3 	-28.2 	-45.6 	-24.1 	-33.8 	-37.6 	-20.9 	-43.6 	-25.4 	47.9 	27.9 	-8.8 	42.3 	26.5 	2.7 	13.0 	13.2 	-0.9 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,SK	20.7 	-29.9 	13.1 	33.5 	16.3 	54.1 	8.3 	-48.1 	-30.3 	-41.0 	89.6 	-32.1 	2.0 	64.5 	119.6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC112,NSA,PCH_SM,TR	-53.3 	39.0 	12.6 	-13.1 	23.4 	8.6 	19.3 	-28.4 	76.5 	3.8 	-13.9 	-2.1 	11.3 	66.5 	64.5 	28.1 	-42.6 	-12.3 	-5.9 	-21.9 	-6.6 	2.3 	-12.4 	-0.4 	-4.7 	17.6 	: 
PNUM,F_CC112,NSA,PCH_SM,UK	-27.7 p	6.3 p	0.3 p	-27.1 p	29.3 p	9.7 p	-13.2 	-19.3 	13.8 	-16.8 	-39.5 	6.9 	0.8 	11.8 	32.5 	35.0 	17.3 	17.9 	16.4 	7.9 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,AT	: 	: 	139.2 e	131.4 e	129.3 e	120.0 	105.5 	118.8 	100.0 	99.2 	99.5 	98.9 	101.3 	93.9 	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,BE	: 	: 	101.8 p	90.4 	107.7 	96.8 	92.2 	87.5 	100.0 	90.6 	104.2 	106.8 	120.8 	117.0 	102.4 	89.0 	82.6 	81.5 	83.9 	89.9 	75.0 	98.9 	96.1 	89.2 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,BG	: 	194.6 	141.5 	134.5 	123.5 	95.7 	82.7 	85.5 	100.0 	157.2 	385.0 	500.2 	413.4 	256.3 	165.8 	82.0 	68.0 	55.3 	39.3 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,CY	: 	: 	25.5 	22.3 	19.9 	28.9 	41.1 	61.8 	100.0 	116.6 	140.3 	143.1 	132.2 	131.1 	110.0 	83.5 	56.8 	48.2 	42.5 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,CZ	: 	: 	96.7 	92.8 	84.3 	77.9 	83.5 	98.7 	100.0 	131.1 	156.9 	157.1 	155.2 	145.0 	140.9 	131.2 	116.9 	100.3 	115.0 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,DE	: 	: 	180.6 	156.2 	145.6 	140.7 	125.3 	121.4 	100.0 	93.9 e	91.3 e	96.4 e	133.3 e	130.2 e	145.6 e	162.4 e	150.0 e	159.8 e	187.8 e	270.7 e	295.6 e	328.1 e	356.6 e	395.4 e	441.0 e	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,DK	: 	138.5 p	176.9 p	149.5 p	106.6 p	77.0 p	79.8 p	111.9 p	100.0 p	51.6 p	96.8 p	140.1 p	225.9 p	224.4 p	181.5 p	168.2 p	151.0 p	126.1 p	105.8 p	106.6 p	110.4 p	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,EA19	: 	: 	89.4 	78.7 	74.6 	73.6 	85.4 	99.3 	100.0 	108.1 	154.7 	246.7 	281.4 	254.6 	236.4 	212.2 	190.2 s	186.7 s	204.3 s	203.7 s	199.5 s	189.3 s	185.9 s	196.0 s	220.9 s	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,EE	: 	305.2 	233.3 	216.5 	152.7 	118.1 	117.6 	109.6 	100.0 	80.6 	211.9 	345.8 	498.4 	354.6 	366.0 	132.5 	122.3 	55.4 	41.7 	38.3 	43.9 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,EL	: 	: 	13.8 	13.3 	14.0 	17.2 	30.0 	54.7 	100.0 	119.6 	160.8 	209.2 	257.8 	424.9 	252.8 	266.0 	267.4 	221.0 	179.2 s	175.9 s	193.9 s	176.2 s	167.1 s	134.1 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,ES	: 	: 	48.7 e	39.4 	36.4 	34.1 	62.8 	85.0 	100.0 	143.7 e	292.7 e	682.1 e	803.2 e	659.6 e	594.0 e	514.7 e	440.7 e	430.4 e	480.5 e	427.4 e	381.4 e	319.0 e	278.6 e	295.1 e	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,EU28	: 	: 	103.4 	92.1 	85.2 	80.5 	86.2 	99.5 	100.0 	102.9 	144.2 	223.9 	250.4 	227.6 	212.0 	190.2 	170.9 s	168.6 s	180.5 s	179.6 s	175.9 s	166.9 s	163.7 s	172.6 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,FI	: 	: 	120.4 	95.2 	90.5 	80.7 	96.2 	105.1 	100.0 	79.1 	77.8 	97.4 	108.5 	112.8 	103.4 	105.4 	91.6 	85.6 	106.0 	111.4 	99.5 	94.1 	72.5 	53.3 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,FR	: 	104.5 e	96.6 e	84.2 e	79.6 e	88.5 e	100.8 e	108.6 e	100.0 e	79.8 e	99.9 e	119.9 e	126.4 e	115.7 e	105.0 e	86.8 e	79.0 e	79.6 e	82.0 e	74.3 e	92.2 e	68.4 e	67.4 e	67.7 e	79.6 e	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,HR	: 	93.6 	69.4 	52.1 	58.4 	57.5 	73.4 	100.9 	100.0 	126.3 	185.0 	186.5 	192.4 	175.3 	153.3 	160.1 	147.2 	136.1 	91.4 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,HU	: 	: 	181.3 	70.5 	54.5 	41.8 	57.3 	67.9 	100.0 	162.8 	247.1 	248.1 	248.7 e	287.4 e	318.7 e	313.7 e	264.0 e	258.6 e	237.6 e	158.7 s	124.3 s	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,IE	: 	: 	88.6 	70.6 	40.1 	39.0 	33.8 	63.0 	100.0 	219.5 	365.8 	456.7 	426.2 	537.7 	550.1 	424.0 	375.1 	424.5 	493.8 	414.5 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,IT	: 	: 	37.6 p	35.9 	39.2 	44.7 	68.7 	94.1 	100.0 	118.6 	160.6 	209.6 	219.0 	233.3 	224.8 	192.2 	175.2 	158.3 	154.4 	: c	: c	: c	: c	: c	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,LT	: 	197.0 	201.1 	163.9 	136.7 	143.5 	121.1 	87.6 	100.0 	90.8 e	191.5 e	231.1 e	198.5 e	141.0 e	100.5 e	73.8 e	51.1 	45.6 	45.6 	50.8 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,LU	: 	: 	132.5 	109.9 	160.1 	99.8 	117.8 	119.0 	100.0 	99.7 	108.9 	133.5 	119.3 	126.8 	104.6 	88.5 	79.3 	75.9 	90.9 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,LV	: 	109.5 	93.3 	75.7 	85.8 	151.1 	116.6 	94.8 	100.0 	117.8 e	196.2 e	503.7 e	477.9 e	360.9 e	221.8 e	137.6 e	62.4 e	40.0 e	: c	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,ME	: 	: 	107.6 	107.2 	105.5 	117.9 	128.1 	111.9 	100.0 	130.1 e	101.1 e	78.5 e	55.9 e	47.3 e	73.5 e	43.8 e	55.2 e	45.9 e	58.1 e	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,MK	: 	144.4 	142.5 	112.3 	99.2 	86.8 	134.1 	114.3 	100.0 	88.7 	98.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,MT	: 	: 	168.9 	88.8 	66.1 	60.9 	68.9 	89.0 	100.0 	119.2 	153.8 	255.2 	234.0 	204.3 	150.9 	137.9 	123.3 	94.1 	89.3 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,NL	: 	110.4 	85.7 	87.7 	64.5 	42.9 	61.2 	91.4 	100.0 	119.0 	142.9 	144.1 	158.0 	136.5 	124.8 	118.7 	110.1 	102.1 	128.7 	138.0 	143.7 	166.3 	165.7 	161.2 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,NO	: 	163.6 	158.8 	134.9 	129.8 	138.0 	137.0 	137.1 	100.0 	102.2 	115.4 	158.5 	169.6 	171.1 	149.8 	110.2 	121.3 	121.3 	118.9 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,PL	: 	: 	123.5 	110.0 	90.7 	79.6 	94.8 	106.1 	100.0 	102.0 	133.5 	143.4 	97.2 	70.2 	64.1 	56.1 	47.5 	83.8 	87.9 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,PT	: 	58.1 	47.1 	33.8 	28.7 	30.6 	46.9 	70.2 	100.0 	109.0 	190.3 e	262.0 e	282.2 e	294.7 e	297.6 e	341.3 e	367.5 e	432.3 e	481.3 e	501.4 s	458.5 s	406.9 s	360.3 s	329.5 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,RO	: 	98.6 	91.6 	92.7 	89.3 	89.5 	89.7 	93.4 	100.0 	115.7 	144.8 	134.2 	121.0 	103.2 	81.4 	65.5 	72.0 	81.7 	74.6 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,RS	: 	: 	117.9 	93.6 	72.4 	71.3 	99.3 	107.8 	100.0 	122.6 	140.9 	130.8 	96.9 e	99.7 e	94.2 e	87.2 e	65.5 e	67.2 e	64.3 e	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,SE	: 	: 	212.1 p	175.7 p	133.5 p	111.5 p	88.8 p	101.6 p	100.0 p	77.7 p	88.2 p	103.3 p	157.0 p	113.1 p	96.4 p	79.6 p	58.6 p	62.8 p	58.9 p	47.8 s	43.4 s	41.0 s	35.7 s	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,SI	: 	63.1 p	61.1 	55.9 	55.5 	65.8 	66.0 	78.7 	100.0 	122.8 	174.5 	214.4 	175.6 	148.1 	144.6 	120.7 	102.0 	104.2 	103.1 	109.3 	108.8 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,SK	: 	: 	139.8 	122.0 	98.9 	91.1 	80.3 	80.5 	100.0 	125.2 	179.4 	112.4 	124.6 	120.8 	99.4 	64.4 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I10,TR	: 	145.8 	110.4 	99.0 	113.8 	92.6 	85.0 	71.8 	100.0 	57.2 	55.5 	64.4 	66.2 	60.4 	36.5 	22.4 	17.9 	30.9 	34.8 	37.5 	47.8 	51.3 	50.2 	57.3 	57.9 	60.6 	52.2 
PNUM,F_CC11_X_CC113,NSA,I10,UK	: 	: 	134.4 p	128.9 p	122.0 p	107.7 p	90.0 	99.4 	100.0 	82.1 	101.8 	168.3 	160.9 	162.9 	163.7 	148.9 	138.9 	139.0 	135.6 	137.0 	134.9 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,AL	1583.3 	1083.3 	614.6 	100.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,AT	107.0 e	128.8 e	116.9 e	100.0 p	97.4 p	91.0 	79.9 	89.9 	75.7 	74.8 	75.1 	74.6 	76.4 	70.8 	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,BA	122.1 	116.4 	106.6 	100.0 	80.8 	66.0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,BE	136.2 p	110.0 p	111.4 p	100.0 	119.1 	107.1 	102.0 	96.7 	110.6 	100.2 	115.3 	118.1 	133.6 	129.3 	113.2 	98.4 	91.3 	90.2 	92.7 	99.5 	83.0 	109.4 	106.3 	98.7 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,BG	205.8 	144.6 	105.2 	100.0 	91.8 	71.1 	61.5 	63.6 	74.3 	116.8 	286.2 	371.8 	307.3 	190.5 	123.2 	61.0 	50.5 	41.1 	29.2 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,CY	194.0 	154.5 	114.1 	100.0 	89.3 	129.5 	183.9 	276.5 	447.7 	522.0 	628.2 	640.8 	591.6 	587.1 	492.4 	373.9 	254.2 	215.7 	190.4 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,CZ	127.2 	123.0 	104.2 	100.0 	90.9 	84.0 	90.0 	106.4 	107.8 	141.3 	169.1 	169.3 	167.2 	156.3 	151.9 	141.4 	126.0 	108.1 	124.0 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,DE	115.4 	113.1 	115.6 	100.0 	93.2 	90.1 	80.2 	77.7 	64.0 	60.1 e	58.5 e	61.7 e	85.4 e	83.3 e	93.2 e	104.0 e	96.0 e	102.3 e	120.2 e	173.3 e	189.2 e	210.0 e	228.3 e	253.1 e	282.3 e	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,DK	143.5 e	124.8 e	132.4 e	100.0 e	71.3 e	51.5 e	53.7 e	74.3 e	66.8 e	34.3 e	64.6 e	93.8 e	151.0 e	150.2 e	121.4 e	112.5 e	101.0 e	84.3 e	70.8 e	71.3 e	73.9 e	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,EA19	129.9 	124.2 	113.5 	100.0 	95.6 	97.4 	117.9 	141.5 	145.0 	159.5 	229.8 	358.2 	402.9 	375.1 	348.0 	309.3 	277.9 s	269.8 s	289.9 s	282.3 s	274.1 s	260.0 s	256.7 s	271.1 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,EE	125.1 	141.0 	107.7 	100.0 	70.5 	54.6 	54.3 	50.6 	46.2 	37.2 	97.9 	159.7 	230.2 	163.8 	169.1 	61.2 	56.5 	25.6 	19.3 	17.7 	20.3 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,EL	175.9 	123.9 	103.5 	100.0 	104.6 	128.8 	224.9 	410.1 	749.4 	896.5 	1205.3 	1567.5 	1931.7 	3184.0 	1894.6 	1993.6 	2003.7 	1655.9 	1342.8 s	1318.0 s	1453.2 s	1320.9 s	1252.4 s	1005.1 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,ES	191.8 	154.4 p	123.7 e	100.0 	92.4 	86.6 	159.4 	215.8 	253.8 	364.6 e	742.9 e	1731.0 e	2038.3 e	1674.0 e	1507.3 e	1306.2 e	1118.4 e	1092.2 e	1219.3 e	1084.7 e	967.8 e	809.6 e	707.1 e	748.8 e	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,EU28	126.6 	123.7 	113.3 	100.0 	93.7 	91.8 	104.5 	124.2 	126.7 	134.9 	191.5 	294.2 	326.9 	305.1 	284.2 	253.2 	227.7 s	222.3 s	235.9 s	229.7 s	223.1 s	211.6 s	208.8 s	220.5 s	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,FI	134.5 	150.9 	126.6 	100.0 	94.7 	84.4 	100.7 	109.9 	104.6 	82.8 	81.3 	101.9 	113.5 	118.0 	108.3 	110.3 	95.9 	89.6 	110.9 	116.4 	104.0 	98.4 	76.0 	55.8 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,FR	113.8 	122.0 	114.8 	100.0 	93.1 	106.3 	119.4 	130.8 	118.7 	93.7 	119.6 	144.9 	153.0 	141.2 	127.7 	106.7 	97.6 	97.7 	101.0 	92.3 	114.5 	86.3 	85.1 	85.6 	100.2 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,HR	168.9 	179.6 	133.1 	100.0 	112.1 	110.2 	140.9 	193.6 	191.8 	242.2 	354.8 	357.7 	369.0 	336.3 	294.1 	307.0 	282.4 	261.0 	175.4 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,HU	302.4 	312.3 	257.1 	100.0 	77.4 	59.2 	81.3 	96.3 	141.8 	230.9 	350.6 	352.0 	352.8 e	407.6 e	452.0 e	445.0 e	374.5 e	366.8 e	337.0 e	225.1 s	176.3 s	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,IE	224.2 	159.3 	125.5 	100.0 	56.8 	55.2 	47.9 	89.3 	141.7 	310.9 	518.1 	647.0 	603.8 	761.7 	779.3 	600.7 	531.4 	601.4 	699.5 	587.2 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,IT	128.0 p	120.8 	103.9 	100.0 	109.0 	124.4 	191.2 	261.9 	278.2 	329.9 	446.8 	583.1 	609.2 	649.1 	625.3 	534.8 	487.5 	440.4 	429.7 	: c	: c	: c	: c	: c	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,LT	122.9 	119.3 	122.2 	100.0 	82.9 	88.1 	74.3 	53.8 	61.4 	55.7 e	117.5 e	141.9 e	121.9 e	86.5 e	61.7 e	45.3 e	31.3 	28.0 	28.0 	31.2 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,LU	137.3 	123.6 	120.6 	100.0 	145.7 	90.8 	107.2 	108.3 	91.0 	90.7 	99.2 	121.5 	108.6 	115.5 	95.2 	80.5 	72.2 	69.1 	82.7 	: 	: 	: 	: 	: 	: 	: 	: 
PNUM,F_CC11_X_CC113,NSA,I15,LV	167.6 	143.1 	122.0 	100.0 	112.1 	197.5 	152.4 	124.0 	130.9 	: c	: c	: c	: c	: c	: c	: c	: c	: c	: c	: 	: 	: 	: 	: 	: 	: 	: 
